0   -0
0.125   -6.97629e-07
0.25   -2.04656e-06
0.375   -5.6968e-06
0.5   -1.06995e-05
0.625   -1.65366e-05
0.75   -2.46545e-05
0.875   -3.34777e-05
1   -4.45783e-05
1.125   -5.51183e-05
1.25   -6.84573e-05
1.375   -8.36075e-05
1.5   -9.87459e-05
1.625   -0.000116627
1.75   -0.000141848
1.875   -0.000168156
2   -0.000191604
2.125   -0.000217091
2.25   -0.000248105
2.375   -0.000272767
2.5   -0.000310959
2.625   -0.00035174
2.75   -0.000386907
2.875   -0.000430796
3   -0.000469995
3.125   -0.000515883
3.25   -0.000573385
3.375   -0.000645537
3.5   -0.000717526
3.625   -0.000794086
3.75   -0.00088454
3.875   -0.000980163
4   -0.00109717
4.125   -0.00121016
4.25   -0.00135927
4.375   -0.00152987
4.5   -0.00173644
4.625   -0.00198716
4.75   -0.00227042
4.875   -0.00264705
5   -0.0030657
5.125   -0.00364921
5.25   -0.00451952
5.375   -0.00563305
5.5   -0.00748641
5.625   -0.010872
5.75   -0.0158298
5.875   0.00415504
6   -0.00895677
6.125   -0.00589789
6.25   -0.00582163
6.375   -0.00595539
6.5   -0.00559266
6.625   -0.0060715
6.75   -0.00586919
6.875   -0.00538884
7   -0.00554552
7.125   -0.00554526
7.25   -0.00555182
7.375   -0.00585806
7.5   -0.00589978
7.625   -0.0057427
7.75   -0.00556453
7.875   -0.00536697
8   -0.00555682
8.125   -0.00587443
8.25   -0.00552125
8.375   -0.00607915
8.5   -0.0062008
8.625   -0.00578068
8.75   -0.00609162
8.875   -0.00608465
9   -0.00624254
9.125   -0.00579022
9.25   -0.00583908
9.375   -0.00602904
9.5   -0.00618216
9.625   -0.00634605
9.75   -0.00627979
9.875   -0.00601589
